skill_id,skill_name
de5430b7-3e64-4131-b813-99d893d9a331,administrative skills
e632ba91-852a-4ff2-a07e-3d2a091f3519,organizational skills
8545a82d-2ecd-49d1-80ae-53d5a3e82e42,writing skills
b7da781f-d3cd-4163-ab3f-addb4ee86222,documentation skills
1359d83f-d022-40a4-9502-4e627a57cc40,osha familiarity
a1d19e38-48ca-49a9-b8c2-deb4681526eb,msds familiarity
f6a1c0c2-ff97-4ecb-8546-f31e859aa66a,building and fire code familiarity
1ee3909b-ea08-478f-b2bd-ddd9ef8cabdd,inspection processes
7d0435bd-fd31-4649-abf1-82332679a50e,time management skills
261113ee-0228-4d97-888b-e47b777fc2ee,prioritization skills
b70425df-aaf3-4e2e-8c80-2bc115bcf01b,continuing education (custodian janitorial or facilities related)
90dea507-7de5-4215-b35f-0af98c080e95,7 years of custodian or facilities maintenance experience
f67e0485-f908-4e23-a68b-5672afc489e9,english language proficiency (written and spoken)
1ee2403c-67bb-4bfc-a0e3-7a5ecf73aa2a,usual office working conditions
da5d3af3-23b9-42dc-9b48-19a4eab61f74,physical exertion (up to 50 pounds occasionally and up to 75 pounds frequently)
c7c926fb-4bf0-419f-85e0-b5dff5efde22,healthcare operations
284a56d7-d1d9-44cd-89c5-d80c730c06a6,hospice care
b8b22fa6-3c74-415d-9273-6fbf7fc17c73,patient care management
210d42ff-cb7a-4198-861d-5061b30e695b,medicare / medicaid compliance
5f7f95c0-abb7-46f2-b579-d97ea20af60c,qapi planning and processes
04a64307-06ab-40aa-887f-27bf7c77a4fe,cpr certification
baf229c5-69aa-4208-afc1-faa0bcbf17aa,driver's license and vehicle insurance
1c9a75b2-7b3e-4b5e-a715-0fef0c493b68,supervisory or administration management experience
96b6bb6d-ecee-42ac-a2ba-c983c4b5d49e,terminally ill care experience
f542f453-f973-473e-b933-7f76f9c17a82,chef de cuisine
b0bd7513-e6d6-4a72-b82c-6f88ebd558b8,executive sous chef
253af26f-9013-4ad4-967b-af482032b977,hospitality
61ab1c17-777b-487c-8cf1-b31175c40110,culinary
b2d9976b-11bf-4fe7-a91f-eb044e3d818c,food and beverage
1d70d641-77f2-403f-a0f0-b499e388178d,menu development
7683c8bf-b1fc-487f-896f-2a84115d74d3,menu engineering
a78fb1ac-e1cf-4646-940d-0a07ebfb307f,food preparation
3613f992-1d96-4002-806a-ef6b19a93425,sanitation
e1a06212-4aa6-4489-a663-0ec4bf8d4d51,food and labor cost control
d257e8f1-0fa1-4b72-827a-3995fa39b57f,multitasking
1e5b61b6-d759-4cbb-aec1-c31b616ec232,time management
c91df8a9-e1c3-4a11-a944-fc7e1d9f03f6,servsafe certification
db38f076-db5b-490d-9a61-2ba307ba5902,culinary schooling
6382f34e-0c02-4d7f-a54b-0de21d1f35a3,apprenticeship
e2ff0f52-34ec-4b86-98d5-a8db7dde39af,work experience
f635b1f5-d8bc-4537-8a15-8262141f32ff,diversity and inclusion
7ad0fa65-2a83-4dac-b2f5-b2255924c0c3,electrical engineering
bb791900-95a6-4a89-a85c-2450f41229fe,requirements derivation
ff17e4a9-cbe7-40c0-9371-396b712393a1,test development
0289a3c3-3d99-4df4-8032-4f70f002a0d8,test procedure
1c073297-7f8e-4f87-a0ec-3cda82d5d1b8,script development
e95797f8-118e-4ddc-b8c2-e54caacd23d1,satellite systems
b96e376d-86fb-46fe-989a-848b70ea4092,python
58128334-5e29-4bbd-9ff7-8aa9eb72d042,perl
f53c4934-3ee3-42e8-93b2-59f67e012232,bash
8cb03f40-d702-4840-b32c-44623e7b7750,labview
57b5c4ae-5637-4fe8-8f28-0bf37c1e8217,linux
fce3e32f-4332-4188-97f6-8f84bc001ec2,windows
14c3bf5e-4512-446c-ae6e-eb64bc7d21ca,aerospace industry
e6d8a39e-e0dc-4264-ac7b-8fadb45d2cee,sewing machine operation
0552df7f-fdb3-4da7-9563-8b2ed31ff72c,quality standards
7395aed3-fd75-47d5-9e83-5f308cf22a88,productivity standards
16f070f6-0e3e-4e3a-b24f-9de4b1f9d77c,sewing safety
9c52d2d4-3034-488a-bd1f-197194531373,sewing efficiency
b24649a4-b715-4c32-a0bf-3f0115cfe8e9,sewing quality
6392eb5d-663f-44c4-a0b6-412652e2cf30,sewing machine maintenance
1ea7f6b2-1182-4f66-91d1-5998687a230c,sewing machine cleaning
209c7426-ddcc-4fe2-a3fb-fe92e5eb1537,machine malfunction reporting
dbb8f8b5-5ae0-4d36-a327-45377ba023b9,safety reporting
b96b1ba0-8e61-43d2-a6c3-0a0a3ed4294b,production standards
2873569e-dccf-4b17-8a03-69f0d53c3217,production reporting
881ea2c2-aea7-42a3-b8c0-cd6a16d44c7d,scrap reporting
4613dcea-e427-4d26-bb92-6b1766ef4bd3,quality reporting
09c091b4-bc3c-4bd9-ae79-cfdc2a66eadc,primary education (desirable)
c508dfff-e989-483c-8957-bbade4bcdad5,spanish (100%)
189d74ab-f697-4bf7-a21a-fb71bb47e10c,flooring sales
67afa10b-36fd-4308-b5bd-1f908e8e498e,interior design
299b6d3b-a692-4087-a47c-48a993c988e8,problem solving
9fbb191b-19e5-4b2c-a6c0-d83a6e48bbc9,teamplayer
4ae65f0b-ea11-4ef9-97cb-8f8f5f6f4a9a,lifting
27faccef-ac19-4308-9af6-709349fd1185,building displays
ab580e88-c629-4751-94ce-6b10f2a8e8ad,reports
0e741a40-de99-4f0b-99fe-039641744e4c,data analysis
7d627052-ad61-4b4e-b4dd-bf7a84dca156,account management
3e2e4b0e-fc2a-4d59-88b8-8c6ef5f5c487,customer satisfaction
7f494c74-f8bc-45de-a0fc-ece9a14bcd29,product knowledge
f23e588c-6d96-434f-a95a-9cfdf89c595e,sales training
eab136e9-c1c8-4e65-b726-ae1fd3df5b96,ct technologist
38a0b2cc-1e5d-4703-8f4d-855a4d23d24e,computed tomography
ecbe6a55-af51-4e58-9232-2a1d6a6c9b78,allied health professional
de09b897-1b5d-4099-a6a9-38aab31ee289,radiology
d36b92b1-00f3-420a-b538-6dfc1d9fa57c,medical imaging
20e4efa7-0460-4c1c-b20c-e9ac0dab542d,healthcare
d82a0c31-8cf6-4436-a58f-06710b046bf0,hospital
18d16fe6-5b54-4542-a318-df9d78790158,patient care
1f4e9027-a2f8-4bb0-a6c7-27caca77f123,problemsolving
e2476a27-fb08-403b-93bc-968dc24ebfb2,xray
084b66c4-abeb-43d4-81cd-b4e24b0b4847,radiation safety
ba04139c-4040-40ba-bfa6-e6e954a4aff6,medical terminology
3b17c463-6d51-42a3-b176-fdf265ffd3b1,anatomy and physiology
50f538b5-6100-4089-9325-f4b3916515e3,equipment maintenance
2fcf7de4-a590-4abd-a9ae-e3676043a7f7,english (language)
65894adc-4996-42d9-82f3-63701a661e42,cv (document)
8f6eb8a4-4273-4de7-8014-1251142d6dc1,europe (location)
f12098d0-0a8b-4e63-b5f5-4a3febe3414e,river thames (location)
8b976624-a19c-4319-ab9c-da3f7ac2da8a,greenwich peninsula (location)
0241415c-d6c0-4e7a-a9cd-5411ac59ec4a,chartered physiotherapist
09762b7e-2ad3-4d2d-b550-ef83e28cf73e,state registered occupational therapist
6c5071ff-c5f0-4f6c-aece-66cb94c2c32e,hand therapy
86ad30e8-dbe5-4371-8dce-720aead4a162,orthopaedics
81387d59-4475-4e06-aa4a-3596960d3ae5,plastic
e9ed1b23-9186-4fa0-a83b-2e46bde260bd,rheumatology
7c7931c8-1385-44a4-aa8a-8a25b439ef67,trauma
1c5cb0de-6cec-4f71-8b91-696461d73375,manual therapies
a96a3909-c9d6-448b-a7f7-29751b3fb6df,splinting
d08bee2f-b461-4d52-9cbf-5b9aa6e9044e,hand and wrist assessment
fc8865a9-449f-466e-bd0b-7b07af8bd1ce,evidencebased treatment techniques
5e2fb4a8-e30d-4548-be01-ff6897283ad2,master's degree
910ceea1-ebc3-4eb9-a28a-f5754e10bbe7,master's level modules
4e602784-b2e0-4759-8187-becb815d4a38,british association of hand therapists (baht) level ii courses
8fc193c2-f295-44ba-8127-e61b3ea8dd33,it gcse
4649adb4-8267-4ead-805d-7df57fdc9b33,functional skills level 2
4d262110-bbd2-4106-b337-932f60236d75,clinical expertise
2f7ad38c-da31-446e-a592-ee4a47be3d8b,postgraduate hand therapy experience
951f0c5b-e3e7-4fdc-b536-c92a5d0e4b41,flexible shift pattern
65fff5dc-8460-44ee-9b54-cd6c7e3012ef,training and development opportunities
55a532e8-3608-4f4f-964a-a9e0924467c4,employee recognition programmes
d2ccf323-2c99-4127-9205-f88e7ad4fc1f,employee referral scheme
2c013727-1f0b-4b32-8988-1549e8176f26,security guard
ab978bdc-22d5-43a9-9304-5742b4e1dc84,aviation security
fa063f75-4dae-44f8-abbd-2fa5baf20166,access control
9e4e1d88-7868-43f4-bb88-fd752dcb16f6,surveillance
25c09a97-9bbe-4f7b-b7be-4ee16ffe2508,incident reporting
9782fadc-7a9b-4e9c-9f88-5c8161d81b77,bilingualism (french and english)
f2f5a1dd-74cb-4341-8228-05c95c47fa50,valid security guard license (bsp)
642563c7-ed18-413b-b54f-4c5abd0c5fc6,valid first aid certificate (cpr)
fa8d44dc-a971-43ff-ba3f-77170deeb8e1,high school diploma (des)
b9d9fa34-0792-46d1-aee7-bb47eeedde1c,team work
b3138653-01c9-4f37-94be-4d407e9bc0b4,proactive
1f573945-f357-435d-bed5-f07d1b842c75,professional
450944c8-e2b7-42cf-9bcb-71e9e5c2e690,computer skills
1126e635-6093-4c58-9ca7-bf1b5f688c3e,security clearance (czir and da/r)
e0cc4434-8342-4170-963d-a7c79afd1a94,safe and emergency procedures
837230bd-a209-4ef3-9467-4202f41c13d4,food handling
6f68b4c1-037b-4bd4-87bb-86f2226cfd4e,kitchen safety
eb1e2b26-5cdb-48f8-80c6-418c611fdcdb,plating
02e05307-ff2a-499b-8a5d-67dea67af562,menu knowledge
8a023df2-40d8-47b0-9fbb-cfdc008b6c22,ticketing
3b6a53ea-ae21-4beb-9822-b2734392bbff,physical stamina
cd76a4cb-3751-4f52-af46-ce90527c2f05,food tasting
a9b55e87-6e56-4c47-a41e-af1771f052ed,food smelling
3982d2a9-02d8-4e31-908f-39f14206cafa,fine motor skills
7622215b-3a36-44a6-9286-f7ad0344b13f,assessment
6fdd9781-4c5c-4b8c-a948-d4622321c229,implementation
0e2afcdb-b092-418d-9ce0-01d1465a73ff,evaluation
8e50d664-36cf-41ac-86f2-cedc7377e9b0,clinical excellence
857ac717-0685-455d-b436-a970a43ffff9,critical thinking
483f0436-1ecb-4e40-93e7-6db7862eb2dc,decisionmaking
a5e7e186-33ad-4a1d-84b1-2ece669eb22e,cultural sensitivity
5a79f57c-9c1c-4360-9bad-42d636f4b1d6,cpr
c0e98c0b-4bc5-46e9-95e4-86b8330f97f2,acls
3b17d06e-f02f-4e83-b164-f801fd6f30fb,pals
85d82348-a920-4bae-8dc8-673889416c53,hipaa
1b6fef85-e371-4bc3-955c-f59a0dc5cc05,osha
2b519f0c-e0e2-419a-bc3e-8f71b28cf180,documentation
96f69501-8718-4582-a44e-352508eadbb0,emr/ehr
82a0be8a-90c9-49b4-9f7a-577562fd8a8a,vital signs
ae620eb9-58cd-455d-804e-dff6c4e6e534,iv therapy
50d7a45c-e559-4c88-b936-581c668a333b,blood transfusions
668debe7-5cc1-465c-9f3b-e36617eafe9d,oxygen therapy
eeb7e9fc-7d96-4002-8ada-27be0dcdd879,wound care
b92c7dd5-216d-45b3-b936-4634eb11a3c0,pain management
25042c3c-d7a4-4e0f-b865-224ff31e9d3e,medication administration
2374afa2-eedc-4221-86e2-a655519f7b8d,nutrition
fb29d865-8d93-43c0-aab7-ec60954e2cd9,hygiene
4919649f-aa29-4e2e-a863-3ea1a1225805,safety
7dde833b-700c-4011-a13d-6c475316dcca,infection control
c15103b2-07d2-43f2-9bcb-fd5c4a1a0528,retail
b9a56dc5-29b4-4ef5-a817-d055ac5a4c2d,grocery
3bb5ba1b-c6ef-46c9-bf3a-69b9c6bf1dfe,merchandising
87998b29-c69e-4297-bfd8-49046ed9be2c,food
1dd19850-2ed5-4f38-855a-e99e4be9af4a,public interaction
55c77a65-69a2-4584-98bb-bbec05e22a77,learning
8e7643ef-a969-49c1-a98e-a087c5b9c904,ownership
19a1883c-90f6-4bdd-8779-0d942434186e,competition
6cdbb876-0403-40fb-9539-8339a077e7a4,inclusivity
42e6b6eb-481b-4a04-b69a-96ec9554beb6,compassion
7b02284a-35b3-4cde-a638-7ccc192749c4,care planning
96ace2e6-0e0a-4428-9f78-02351b534974,patient teaching
1a53b9a3-c7d6-40b5-96fd-06be45810c93,coordination of care
7265132e-ec31-48fa-9e09-c3ca59fe1c87,patient advocacy
0dffd3f0-0538-47a1-b534-71311afe2cd5,interdisciplinary collaboration
c2006dec-fd83-4368-8fcf-d8fe8da1ea6f,office and clinical technologies
7846cbcb-3b58-45f4-88c8-9260b8c56ddd,quality improvement
a0205ae3-0e09-429a-9852-3b3fa2a6a9ee,evidencebased practices
cde4e329-beed-4d88-a85a-75d20aa5cbaf,research
e2717ce2-a4ea-45b0-a666-f7ce7ad268b0,accountability
c8379ab8-de76-4529-b210-5f914ab538c7,resource management
95beea26-556c-4757-a088-3ba3e54761db,conflict management
06bcc5a3-9e43-463d-8f1f-4f37f2f59b28,resilience
27904305-1fef-4a7a-8c40-10774e51df90,delegation
525582b4-9aa6-479a-a06e-cd9909560dec,bls basic life support
67cb3229-ff08-4697-8beb-1310c8ff7729,valid nursing license
530e9a78-25d2-42e5-ad30-199cbdb9d613,associate of nursing
549be36d-778b-4ea4-9328-d61c4f7f2795,diploma in nursing
27e31229-567f-4597-8455-ca2d3533bdb7,bachelors of science in nursing
2d01fd8f-f745-4777-8890-4d152a32090d,elementary guidance counselor
24821d5a-b57e-49f2-a347-0aa674799b0f,counseling
6ccd62d1-6274-45fd-ac52-870acca842ef,asca model
c80c3527-0b87-4e5c-9759-df2a85f9da62,educational testing
21dca451-8c3c-45b5-ab99-cea1452c50c8,measurement
29c7206c-1c81-4844-bea4-2edb95c51646,psychology of learning
744dc745-f6ed-45b7-bdf6-bb1bec41a4e0,data driven instructional practices
284dd6d8-d756-41eb-a13b-b26d5f0ea78b,professional learning communities
03b2693d-abf7-4d1f-a8b2-e2f4df121012,language skills
2375fed9-487e-41a1-a494-0d013f8776c7,computers
c0b21dc3-fa77-411b-ba61-297732c8575f,personal feelings
212b3176-e714-4e00-81d9-535f4b1f8ed0,analytical skills
23cb29d0-aa0e-4e60-9a80-8715a77ee101,reasoning ability
1566a754-928c-47a1-8b18-09adbd4f5087,decision making
38a027f2-f686-49dc-a5c7-5f2f07e434a5,physical attributes
e708f951-1df5-4716-beba-fc027b9ca648,strength
ebd0540d-84f1-4e1c-b97d-20ea617d9a23,dexterity
b05ca517-fc99-4f54-b994-c5489e69b2d5,vision
806c0301-6307-4eb7-9916-c2dd7a175e18,noise tolerance
163952e6-31b9-472e-88e8-5112c6711bfa,counseling license
f4c52c95-08af-43a7-9322-9531f0cc28ae,physical capacity
8a5964ae-0cf2-438e-a264-67fb7fdd31d5,sales leadership
6374d2b2-f84d-4b22-a1a0-21e8467c5065,visual merchandising
fba42d77-adeb-4906-bc4f-f167c99c1c5e,technology proficiency
a5db4ff1-a4ca-41b8-b482-f12d4138ae00,strong business acumen
f3997138-23a8-4752-bec1-91f56bb1878c,prior management experience
bb3bea66-78c3-46ae-9244-b26cad8bf2dc,ability to read write and communicate in english
2dce20b0-629a-4a27-9332-d9cba6553442,ability to work a flexible schedule
842ab4bc-f6e4-4404-8c22-2486b7fbf153,ability to operate computerized register system
26557c8e-95bd-4cd5-b942-fb009db837c5,ability to move objects weighing up to 25 pounds
df5d8767-d88c-4be4-88dc-2463cb484f1b,ability to retrieve merchandise displayed above shoulder level
e595ad92-b851-4352-a82a-53ab7f6eb72b,ability to interact with coworkers clients and members of the public
5e6b6c22-0f1a-4b0f-a765-0dfa96eb6ab2,retail management
c75da882-2b12-49f0-8a29-fdbeeb84ceef,profit and loss management
e19d42ed-fffb-4dc4-88f9-8ecf046ec32e,financial analysis
cbdd02a0-6296-48f0-a2a7-ed140cea0d2a,budgeting
d4a3b39a-3334-4f4b-a719-ee4b3668795b,recruitment and selection
a4c21fa2-1e8d-4b26-b324-8006d1360351,loss prevention
24f5854d-af59-4041-8cff-8658088cdcd2,expense control
54b7c115-2c0d-4877-b23c-8066ec34499b,drive for results
e7339334-8925-47fd-b0a1-00a19df1ad63,efficiency
1a6c533c-36a4-4eab-a78d-360734ed53d8,organization
1dc282b0-5dbe-45da-96e1-5d60659eb334,customer focus
bb328bb6-f9bd-4556-a883-8e42380806d6,tax
af0920f7-e8e1-42e9-aaf6-4e66e7d4b959,cpa
ea15d007-f3c0-4a93-9f70-b23aec75b2c5,form 1120ric
60e2f237-89f0-4116-bd0e-81ebc2f4afeb,rics
cddfbed6-a4e1-4732-a05a-d9b8a43212cc,shareholder reporting
1d158cfa-5bb6-48f5-aee0-efcc1b86cff8,subchapter m
4ccea832-7a10-473e-92a0-d150065c505b,irc
3a6b3d2c-b3ca-4323-a1fe-6052704a9e48,client discussions
a5528613-0ab2-4479-83c5-4e1cfa24153d,finance
7f967ad0-4198-4afa-8ff0-d6ec7671959b,accounting
a9d68a87-be68-4778-8f6b-bdaa6b4c1273,feedback
d082dc2c-b8f6-47e6-8119-89f0904f6ee2,automation
011ba8df-dfe9-4b06-8aa9-0b90f9fce750,tax structuring
feaf8e7f-9a5e-4b48-933f-8726e4e7d2fb,industry insights
16497718-d836-4976-adf2-ae09d76ff0fb,digitization
32a74c29-5f9a-42c9-8b17-f009647e358e,ethics
2a72336d-b1b6-492e-ba78-c3cceda5700d,pwc professional
26009b84-ccf2-448e-9bae-826bcc15009d,business consulting
634c247a-dbb4-4c24-8b38-487d32374901,medicalsurgical nursing
85e63420-dccc-478a-b564-6ac79e215d95,rn
eff5632a-9a9f-4d17-af3f-da93e59c9db2,travel nursing
06ca60d7-3dff-471a-aded-064ca0bc6f13,chg job id #1065760
23f6703e-2f42-4743-8cc4-0dd40af16e95,weekly pay
98fcf6f2-018a-4d85-a221-acef765aeda9,holiday pay
65804360-d853-4803-9e6b-9d117686a4ec,guaranteed hours
264ba6a7-765a-409d-b11b-5c5513292b19,401k retirement plan
48aa230a-f186-45c7-8366-7f0848813096,pet insurance
f20f3c12-4866-4b1f-8b26-999fccc4f806,company provided housing options
dbbc58ba-cf23-4e26-8bfc-0af77e21d9b2,sick pay
7c48abfa-b7d0-4842-8896-89bd1128a356,referral bonus
9525f520-e23a-4fd0-83e3-455e98a77ab6,employee assistance programs
d726a7cd-517f-4de6-9b27-e981066e8420,medical benefits
4e03b61a-2b02-4033-9bfe-c314b08b2e3b,dental benefits
e924756d-9c77-48d7-9f8b-cae368e885db,vision benefits
09dc49cc-4ad5-410f-9e5e-14733a8a97e6,12hour shifts
699654cd-6e7f-4526-ade3-c0c1ffa142da,36 hours per week
17ebcd46-cccc-4341-90f7-29d470f2ed0f,night shifts
e042e868-a15d-482b-9a77-6a565ea8b3a6,adobe experience cloud
3f69a3d2-9010-4985-bd4f-9c4fdd8d37ef,adobe creative cloud
fb73b780-b1a7-4527-9175-9c650dfc7e87,ui frameworks
036a378a-0fe4-4ca0-a24a-1debb4fa17df,visual design languages
0ee0ce19-9f58-4a2c-a0fa-ae5d6a2b8ed6,product management
808583e5-bb81-4da1-98ea-ea62d119d6e6,design execution
684cabb5-12b5-4be5-873f-98426d9bb831,ux research
b5c40d23-f6fb-4530-b199-2ab8615dfebc,communication design
523c7b91-cbac-4deb-9f76-d276115330f8,systems design
165787df-d2d1-42fa-9c1b-70e15c8078cd,web design
147ec237-b1b6-43d7-bd0f-a7afd060730d,agile development
19f9df15-7b5a-4bc9-8e53-b01c5979836a,quality assurance
75293183-d8ae-43e1-ac0a-24d1b885c5e7,product scalability
b68f5b68-406e-4e74-aedc-ee74f4f3bae1,experience strategy
75cd3131-c8b1-450e-8eae-622f8b34195d,team culture
40d55e5d-ab29-40fb-a783-c61e7333b7da,prototyping
b447ecd8-cad4-4aca-9900-30c8086237c8,content strategy
b3aa35f8-dd3d-432a-aa1c-7049d1abeabd,data analytics
5f8a84de-cc41-48c7-a727-1308beae96a1,design sprints
22a09535-272f-40b3-b238-2fe1ef6f1f02,product innovation
6c3c5c40-24dc-49e4-adb0-58be671a42dc,crossfunctional collaboration
a4c50cce-5aa9-4376-9a79-2dbe606c4c18,coordination
6cfa92c6-3e87-4f55-92c3-09e7a27f12c8,event planning
ae8154ef-0a1f-4d2d-817f-d0db78ec2060,public speaking
6c7ace0c-110f-43a1-bce6-789b7070abd6,excel
b1bdddf7-d6fd-4c31-91f9-adaffb0bf4bd,powerpoint
1501757c-0442-4ea0-93e5-1de1be41f517,training & development
4e2d1ad4-3788-4123-8a0f-544bb86dac36,change management
7f4e4731-3c92-42ec-9f7f-05174abfbfb8,diversity & inclusion
fae9dc00-57a1-4249-9213-a362870f6f64,human resources
90b393b9-8ed1-4fb6-9d26-48ae39e9a8f0,identity & intersectionality
fd6d37aa-abe0-48a2-ba0f-3b6dcecc7b48,racial equity
28ccf2a4-03a5-40c5-b8f1-31cc3f88a1e0,sensitive information management
d9d37321-dc4f-4b6e-965c-0557e3515a40,bilingualism: english & french
c12d36f3-cf56-4873-ba03-58ccd3895c7d,diversity & inclusion strategy
62a4ba55-70cd-4147-b601-306c40b99480,inclusive content creation
b277edfe-e1db-4bc0-8f44-b1f10135bafc,emotional intelligence
00c7518e-053d-40b0-8158-fd33857fa495,technical skills
548d65d7-b309-4f1b-a5ba-ea731fc37bd1,goalorientation
87c08add-1369-48e5-85ca-65d11f07e25e,cosmetology license
051d1b01-03c8-47ae-894e-6d78672b40d4,barber license
1bf7c849-ae89-4dcc-a03a-d3cff2c7e6d7,team management
8d0263e8-17a6-4891-ab3b-8649d5c9a73c,career growth
18b99ebd-0f82-436b-a3bf-bfda736fbfaa,long term care
1f7218d4-a768-44b2-afdf-be7f25bf243c,rn (registered nurse)
e07de15d-56b9-4492-90b2-587a6ea6ef11,13 weeks contract
4333f81f-e23a-457c-ad13-ea418cfb5eb7,40 hours per week
1771dbc2-112e-42cc-a073-604f5af58869,8hour shifts
b9d46ab5-0d44-40b4-9ed0-6d46f58806b4,massachusetts licensure
6ba0276c-76ae-49f7-b73a-d96feff1c6af,housing allowance
86b29e1f-218c-4dec-846f-63700e387b5a,health insurance
2dbdf284-3a1c-42e0-9c8a-cdd8691a3061,dental insurance
e6e0d57f-1d49-496b-a846-70a52a10122a,vision insurance
adf8d46f-ddb0-405a-b959-f02d1b242f94,licensure assistance and reimbursement
16a9b3dd-6812-49ad-ad27-45b1a3ff3b33,401k with matching
d099d618-1d32-439b-9363-2a624b554ea3,referral bonus program
5d06c98f-a413-4479-aa6c-0adad3206ba7,club coremed trip points
a93cc782-8333-474d-963f-e9fdfd77cf3c,continuing education
8b91a93e-5d3e-4028-9976-0a577d9d2cc5,companyprovided housing options
d89ee8b9-e96a-4d2a-be05-9f7a1e173598,wellness and fitness programs
c2c20782-69f0-4285-83c8-ec431c370183,mileage reimbursement
aeb45971-34dc-452b-a7d6-40760e9e5552,life insurance
5b27aae0-52fd-4b54-b767-a8f77a416abd,discount program
f7984352-721f-4474-82a4-46f62d84becc,mechanical engineering
5f3aaa0f-f496-4e42-9014-f12148c94acf,manufacturing engineering
70830662-4e18-473a-bce2-a611f39463a2,industrial engineering
15bb3d14-92e1-49f8-b3ab-02b4d4c488fc,aerospace engineering
365e0c87-ea30-4cb8-93be-4e951e7aa972,cad (creo pro/e catia)
ace9a268-6960-4061-9f05-33caad6948e3,gd&t
ec261916-2f56-4e0b-ae99-7d73bd2ed05a,as9100
4d173ccf-871a-4d70-a823-679b26ec70a2,cnc programming
df3742d2-3fe3-4f44-a4d9-a484af9c8743,solidworks
a086699e-7d0f-43cd-8a74-94eb12afba67,creo
11037f37-e49c-48cb-bb95-ae64e6924cff,catia
16ee7a14-51d8-4ba3-8131-d85277d3e1bd,fabrication
97751f0b-5296-490f-b074-1d4ff0cfca60,assembly
d22fcb33-adec-4d27-af0e-200067aa1ac8,integration
c03e766a-743c-43be-9c33-5a47537e509b,testing
bf1b03bb-29d0-4411-a6b3-e84437dca356,refurbishment
db2576c4-983b-4f23-b4d9-5f711ab695bd,quality control
f0c7d365-1fe7-4d89-bf58-f8285d19b8f7,build sequence
0d2cb15c-4e49-41c4-813f-0a5cf08fd3c6,schedule management
b578409a-c411-4fe9-b2d4-66bdb9fe2552,nonconformance processing
51bc96c0-d3f0-4077-af0f-09b707917457,process specifications
fc2c0861-20bf-4ec3-b05c-1cfa49fb4b5c,work instructions
9066eb04-58bb-49b6-bc78-2e6d7baa4462,routings
0f7718f2-fdc6-4278-96ff-3ae39bdd2ab7,material planning
22e84201-8725-4fd4-8b10-28f83852b49d,cost reduction
ec92db5b-fb72-4ea1-b918-5a529fb3b504,optimization
b487fbf9-8b96-4e0c-8408-bc85f750f69b,root cause analysis
e1c9273b-0e11-4375-86c1-e7b451012dab,corrective actions
ebf0a382-9ad0-4530-8817-31c1eea2a632,material handling
fb63a2c5-217a-478c-a3cf-045b712bab55,packaging
4dbf9754-3492-4799-91e3-381b8db591dc,hardware configuration
50bba250-76c8-4328-9da7-b41260899af2,pedigree management
ce7e9653-d022-4caa-b469-910cb8bc447e,engineering drawing review
66bcd6ef-2144-4725-baa3-9e94782369fe,repair
284773bf-2320-4d22-a8b5-5065dbe956ef,rework
466b8913-7702-4abc-b89a-8f04e4f9c7cc,quality
9a8e595f-4a60-4b5f-9ef4-048366cbddd4,reliability
bdf4d8e1-b0be-48c6-8bff-e9b9ae616ecc,innovation
aee0937f-8cfc-4677-9cdc-5269f5eb1ba4,professionalism
0a6b7fc0-90e2-4c9b-a528-b618762f60e5,u.s. citizenship or national
8bc4a463-4307-4abe-bac4-94c09311ef85,u.s. permanent resident
1eebf819-3909-47e6-9328-65fece1ada82,lawfully admitted into the u.s. as a refugee or granted asylum
ebc9cab5-5a6b-4d7f-a2c4-ae989ec8b489,ability to lift and carry 40 lbs
dc1bdfeb-f3dc-40d9-ad2c-5d06d4519d27,ability to climb stairs and work in small areas
ce775658-5881-42db-ae50-c659c07d0129,ability to support production floor activities
ee853b17-3534-4934-b7fa-b29ee09b76c8,intuit turbotax
03de68d1-7542-437e-ae29-a640a25b0aeb,1040 tax returns
4d730ba3-38c7-4dc4-8bc0-ca15d17bad21,video communication
9d454bfe-c058-493a-9cd8-66ec5305e096,tax preparation
34e67a05-a6ff-4969-99cb-4a21c2cb983d,tax laws
1ebd251a-d8d1-4c95-b210-5b13b4687007,tax assistance
74278c42-71e7-41b2-8df3-244c077aa33c,cardiac nursing
ee556589-3022-479b-a14f-bd42f288c555,liaison
071c0ccd-8963-4a73-af6c-611c2ba12b7f,medical information documentation
e2c406f0-b360-425a-bae0-40acd8bd7488,lab and test results review
f729d438-0775-4159-ad67-3bb834d6b022,cardiac rhythm recognition
9b623ce2-aa4e-4341-9a73-f5878bb5a6f3,vital signs and symptoms recognition
6841e7b0-8262-4774-8f3b-7b4d1810b2f3,intervention
293b2175-26aa-4580-81bd-5ad5e3e0715a,office visit assessment
da60746d-ec37-46ab-b0b0-86f4e679da57,work schedule flexibility
2d41e9ca-540d-4600-aab7-7049e0e5551d,ecg
5428bcaf-d68b-4c3a-a142-040ee3a7c6bc,nurse visits
15c5f037-f121-432f-adb1-a855f4b22d37,medication authorization
23416804-7ded-4cd2-94bf-d469212e0022,medication refills
74cf09a3-bb57-4ad1-9475-d2f2ccccde2d,problem identification and solution
1775ddc0-da0f-424d-8cd3-4b45e76ca055,patient safety
0f5ce4be-4353-431d-b4bf-e6721b464491,code of conduct
3306bf98-6510-43ab-8652-9ab547cd9a71,service excellence
49180a6b-4a37-47f7-9d4c-54f84f5ac3db,equal opportunity
